URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku,Latitude,Longitude
https://www.otodom.pl/pl/oferta/dom-w-granicach-warszawy-ID4w3wD,1 182 460 zł,8 831 zł/m²,"Pgr Kręczki Kaputy, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",133.9m²,4 pokoje,pompa ciepła,pierwotny,biuro nieruchomości,2025,szeregowiec,plastikowe,inny,,
https://www.otodom.pl/pl/oferta/nieruchomosc-mieszkalno-uslugowa-w-centrum-ID4weam,790 000 zł,3 527 zł/m²,"Lubań, lubański, dolnośląskie",224m²,2 pokoje,gazowe,wtórny,biuro nieruchomości,2008,wolnostojący,plastikowe,cegła,51.1180898,15.2892651
https://www.otodom.pl/pl/oferta/domek-rekreacyjny-w-lesie-nad-jeziorem-narie-ID4weoX,370 000 zł,10 000 zł/m²,"Kretowiny, Morąg, ostródzki, warmińsko-mazurskie",37m²,3 pokoje,"biomasa
elektryczne",wtórny,biuro nieruchomości,1980,bliźniak,Brak danych,drewno,53.8849785,20.0245292
https://www.otodom.pl/pl/oferta/domy-w-malinie-ID3uj0v,886 000 zł,6 922 zł/m²,"Malin, Wisznia Mała, trzebnicki, dolnośląskie",128m²,5 pokoi,węglowe kominkowe gazowe,pierwotny,prywatny,2021,szeregowiec,plastikowe,pustak,51.2172483,17.0622972
https://www.otodom.pl/pl/oferta/mieszkanie-rokietnica-ID3glBY,549 000 zł,6 239 zł/m²,"ul. Szkolna, Rokietnica, Rokietnica, poznański, wielkopolskie",88m²,3 pokoje,gazowe,pierwotny,biuro nieruchomości,2019,bliźniak,plastikowe,cegła,52.51185,16.74052
https://www.otodom.pl/pl/oferta/bez-prowizji-dom-z-duza-dzialka-3km-od-ID4weOG,1 150 000 zł,9 020 zł/m²,"Bożnów, Żagań, żagański, lubuskie",127.5m²,4 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,wolnostojący,plastikowe,cegła,51.6122328,15.3608611
https://www.otodom.pl/pl/oferta/klasyczny-dom-z-ogrodem-w-premium-stylu-chorzow-ID4sNYD,1 800 000 zł,12 950 zł/m²,"Maciejkowice, Chorzów Stary, Chorzów, śląskie",139m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,2018,bliźniak,plastikowe,pustak,50.3238277,18.9693495
https://www.otodom.pl/pl/oferta/gotowy-na-nowy-rozdzial-w-swoim-zyciu-ID4uUau,720 000 zł,5 496 zł/m²,"Wodzisław Śląski, wodzisławski, śląskie",131m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2024,wolnostojący,plastikowe,Brak danych,50.00230565,18.44810906198549
https://www.otodom.pl/pl/oferta/owocowa-polana-nowoczesne-osiedle-dom-a6-2-ID4jeCA,479 000 zł,6 122 zł/m²,"Psarskie, Śrem, śremski, wielkopolskie",78.24m²,4 pokoje,gazowe,pierwotny,deweloper,2024,bliźniak,plastikowe,pustak,52.1011468,16.9885101
https://www.otodom.pl/pl/oferta/dom-200-m-nowa-wies-wielka-ID4weUN,756 000 zł,3 780 zł/m²,"Nowa Wieś Wielka, Nowa Wieś Wielka, bydgoski, kujawsko-pomorskie",200m²,7 pokoi,brak informacji,wtórny,biuro nieruchomości,Brak danych,brak informacji,plastikowe,Brak danych,52.9685059,18.0965381
https://www.otodom.pl/pl/oferta/segment-srodkowy-ok-110m2-b-ladna-okolica-ID4wetD,998 900 zł,9 139 zł/m²,"Grodzisk Mazowiecki, Grodzisk Mazowiecki, grodziski, mazowieckie",109.3m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,2010,brak informacji,plastikowe,pustak,52.1103954,20.6234643
https://www.otodom.pl/pl/oferta/4-pokojowy-dom-83m2-ogrodek-bez-posrednikow-ID4uwW6,550 000 zł,6 626 zł/m²,"Skałowska, Gwiazdowo, Kostrzyn, poznański, wielkopolskie",83.01m²,4 pokoje,brak informacji,pierwotny,deweloper,2024,brak informacji,Brak danych,Brak danych,52.4169,17.2119
https://www.otodom.pl/pl/oferta/na-sprzedaz-polowa-domu-w-spokojnej-okolicy-ID4uZk5,320 000 zł,4 366 zł/m²,"Niwica, Trzebiel, żarski, lubuskie",73.3m²,3 pokoje,węglowe,wtórny,biuro nieruchomości,Brak danych,brak informacji,drewniane,cegła,51.5841433,14.8468596
https://www.otodom.pl/pl/oferta/domy-rydzyna-ID3xVm3,499 000 zł,5 670 zł/m²,"Rydzyńska, Dąbcze, Rydzyna, leszczyński, wielkopolskie",88m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2018,bliźniak,plastikowe,cegła,51.79873,16.65986
https://www.otodom.pl/pl/oferta/komfortowy-dom-w-okolicy-gor-i-lasu-beskidu-malego-ID4uYYS,899 000 zł,5 619 zł/m²,"ul. Słoneczna, Kozy, Kozy, bielski, śląskie",160m²,5 pokoi,gazowe kolektor słoneczny,wtórny,prywatny,2005,wolnostojący,plastikowe,inny,,
https://www.otodom.pl/pl/oferta/smart-city-zabudowa-szeregowa-s2-1f-ID4t75f,769 968 zł,5 830 zł/m²,"ul. Nadbrzeżna, Stargard, stargardzki, zachodniopomorskie",132.07m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,brak informacji,Brak danych,Brak danych,53.34498,15.04731
https://www.otodom.pl/pl/oferta/atrakcyjna-lokalizacja-przy-zalewie-ID4uWVE,550 000 zł,4 044 zł/m²,"ul. Ruczajowa, Dojlidy Górne, Białystok, podlaskie",136m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,2008,wolnostojący,Brak danych,Brak danych,53.10139,23.21116
https://www.otodom.pl/pl/oferta/dom-caloroczny-lub-letniskowy-w-wlodowicach-ID4wei9,200 000 zł,3 636 zł/m²,"Włodowice, Włodowice, zawierciański, śląskie",55m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,wolnostojący,plastikowe,inny,50.5520931,19.4504273
https://www.otodom.pl/pl/oferta/dom-na-mazurach-nad-rzeka-w-doskonalej-lokalizacji-ID4ng8V,790 000 zł,2 457 zł/m²,"Purda, Purda, olsztyński, warmińsko-mazurskie",321.53m²,4 pokoje,pompa ciepła,wtórny,prywatny,2023,wolnostojący,plastikowe,beton komórkowy,53.6925086,20.722852101533903
https://www.otodom.pl/pl/oferta/nowoczesny-dom-blisko-warszawy-166m-poddasze-ID4qlzB,1 150 000 zł,6 928 zł/m²,"Słupno, Radzymin, wołomiński, mazowieckie",166m²,5 pokoi,gazowe,pierwotny,biuro nieruchomości,2024,bliźniak,plastikowe,pustak,52.3885516,21.1455891
https://www.otodom.pl/pl/oferta/osiedle-nowy-paryz-godula-dom-blizniak-146-m2-ID4weoN,1 300 000 zł,8 904 zł/m²,"ul. Jesionowa, Wirek, Ruda Śląska, śląskie",146m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,bliźniak,Brak danych,pustak,,
https://www.otodom.pl/pl/oferta/segment-118-m2-ID4uJsh,760 000 zł,6 441 zł/m²,"Piaseczno, Piaseczno, piaseczyński, mazowieckie",118m²,5 pokoi,brak informacji,pierwotny,prywatny,Brak danych,brak informacji,Brak danych,Brak danych,52.0665292,21.0172915
https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkania-z-cegly-klinkierowej-ID4uwlQ,970 000 zł,9 510 zł/m²,"Szczodre, Długołęka, wrocławski, dolnośląskie",102m²,5 pokoi,pompa ciepła,pierwotny,prywatny,2025,wolnostojący,plastikowe,Brak danych,51.1943615,17.182317
https://www.otodom.pl/pl/oferta/luksusowy-domek-w-boszkowie-ID4t5eu,670 000 zł,9 571 zł/m²,"Boszkowo-Letnisko, Włoszakowice, leszczyński, wielkopolskie",70m²,3 pokoje,elektryczne,wtórny,biuro nieruchomości,2023,wolnostojący,drewniane,cegła,51.9609469,16.3289562
https://www.otodom.pl/pl/oferta/dom-68-m-holuzne-ID4weHU,"83 587,50 zł",1 229 zł/m²,"Hołużne, Grabowiec, zamojski, lubelskie",68m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,brak informacji,Brak danych,Brak danych,50.8630068,23.5743062
https://www.otodom.pl/pl/oferta/dom-do-generalnego-remontu-z-piekna-dzialka-ID4uHc9,499 000 zł,3 838 zł/m²,"ul. Wolności, Mirków, Długołęka, wrocławski, dolnośląskie",130m²,5 pokoi,brak informacji,pierwotny,biuro nieruchomości,1974,wolnostojący,Brak danych,Brak danych,51.16455,17.15503
https://www.otodom.pl/pl/oferta/gumience-premiera-etapu-iii-prowizja-0-ID4uoye,770 000 zł,8 760 zł/m²,"Gumieńce, Zachód, Szczecin, zachodniopomorskie",87.9m²,4 pokoje,pompa ciepła,pierwotny,biuro nieruchomości,2025,brak informacji,plastikowe,cegła,53.411613,14.4926316
https://www.otodom.pl/pl/oferta/blizniak-z-ogromnym-potencjalem-2-mieszkania-ID4sNOE,799 000 zł,4 540 zł/m²,"ul. Filona, Osiedle Juliusza Słowackiego, Centrum, Zielona Góra, lubuskie",176m²,5 pokoi,gazowe,wtórny,biuro nieruchomości,1972,bliźniak,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/dom-cisza-spokoj-las-relaks-ID4srxT,550 000 zł,3 819 zł/m²,"Czarna Wieś, Pionki, radomski, mazowieckie",144m²,4 pokoje,brak informacji,wtórny,biuro nieruchomości,2023,wolnostojący,Brak danych,inny,51.4311631,21.4400655
https://www.otodom.pl/pl/oferta/dom-z-budynkiem-gospodarczym-na-wsi-ID4s2aM,252 000 zł,2 100 zł/m²,"Tarchalice, Wołów, wołowski, dolnośląskie",120m²,3 pokoje,węglowe,wtórny,prywatny,1930,wolnostojący,plastikowe,cegła,51.3661037,16.4850933
https://www.otodom.pl/pl/oferta/super-oferta-duza-dzialka-ID4u6B4,650 000 zł,4 194 zł/m²,"Sulejówek, miński, mazowieckie",155m²,4 pokoje,brak informacji,wtórny,biuro nieruchomości,2024,bliźniak,plastikowe,inny,52.2433944,21.2777123
https://www.otodom.pl/pl/oferta/nowe-domy-lomianki-dabrowa-dziekanow-lesny-rozne-ID4bvBS,1 100 000 zł,9 167 zł/m²,"Łomianki, Łomianki, warszawski zachodni, mazowieckie",120m²,5 pokoi,kominkowe gazowe,pierwotny,prywatny,2021,bliźniak,plastikowe,cegła,52.3306498,20.9241957
https://www.otodom.pl/pl/oferta/dom-ze-stawami-rakow-dlugoleka-k-wroclawia-ID4wec1,3 300 000 zł,11 000 zł/m²,"Raków, Długołęka, wrocławski, dolnośląskie",300m²,5 pokoi,brak informacji,wtórny,biuro nieruchomości,Brak danych,wolnostojący,Brak danych,Brak danych,51.1694618,17.2779114
https://www.otodom.pl/pl/oferta/goralski-domek-w-poblizu-stacji-narciarskich-ID4uN9a,1 270 000 zł,9 769 zł/m²,"Waksmund, Nowy Targ, nowotarski, małopolskie",130m²,4 pokoje,pompa ciepła,wtórny,biuro nieruchomości,2012,wolnostojący,drewniane,drewno,49.4814653,20.0785391
https://www.otodom.pl/pl/oferta/duzy-dom-z-ogrodem-pompa-ciepla-piekna-okolica-ID4ssRd,890 000 zł,6 496 zł/m²,"Jesionowa, Bąków, Długołęka, wrocławski, dolnośląskie",137m²,5 pokoi,pompa ciepła,pierwotny,prywatny,2024,bliźniak,plastikowe,Brak danych,51.21446027359357,17.150814074332573
https://www.otodom.pl/pl/oferta/styl-i-elegancja-nowoczesny-dom-pod-miastem-ID4weeb,1 100 000 zł,5 314 zł/m²,"Świerszczów, Hrubieszów, hrubieszowski, lubelskie",207m²,5 pokoi,brak informacji,wtórny,biuro nieruchomości,2018,wolnostojący,aluminiowe,pustak,50.8196855,23.9179332
https://www.otodom.pl/pl/oferta/prestiz-i-elegancja-nad-jeziorem-w-tuchomiu-ID4iYkE,1 160 000 zł,7 520 zł/m²,"ul. Tęczowa, Tuchom, Żukowo, kartuski, pomorskie",154.26m²,5 pokoi,pompa ciepła kolektor słoneczny,pierwotny,prywatny,2025,wolnostojący,aluminiowe,silikat,,
https://www.otodom.pl/pl/oferta/dom-bojano-blisko-centrum-ul-szczesliwa-ID4uJKn,759 000 zł,5 421 zł/m²,"Bojano, Szemud, wejherowski, pomorskie",140m²,5 pokoi,gazowe,pierwotny,prywatny,2024,brak informacji,Brak danych,beton komórkowy,54.4716206,18.3835121
https://www.otodom.pl/pl/oferta/dom-antresola-4q-2025-ID4weRO,1 140 000 zł,8 689 zł/m²,"ul. Opatowicka, Księże, Krzyki, Wrocław, dolnośląskie",131.2m²,4 pokoje,brak informacji,pierwotny,biuro nieruchomości,2025,bliźniak,Brak danych,Brak danych,51.09095,17.09411
https://www.otodom.pl/pl/oferta/dom-wolnostojacy-prusinowice-ID4wexE,429 000 zł,1 950 zł/m²,"Prusinowice, Pakosławice, nyski, opolskie",220m²,6 pokoi,węglowe,wtórny,biuro nieruchomości,Brak danych,wolnostojący,drewniane,cegła,50.5361313,17.405983
https://www.otodom.pl/pl/oferta/dom-wolnostojacy-oferta-bez-posrednikow-ID4w4PH,725 000 zł,5 000 zł/m²,"Raszowa, Leśnica, strzelecki, opolskie",145m²,4 pokoje,węglowe,wtórny,prywatny,1930,wolnostojący,plastikowe,cegła,50.3910015,18.1754456
https://www.otodom.pl/pl/oferta/segment-z-ogrodem-bez-pcc-do-odbioru-bezposrednio-ID4sLFL,1 299 000 zł,13 720 zł/m²,"Chełm, Zwierzyniec, Kraków, małopolskie",94.68m²,4 pokoje,brak informacji,pierwotny,prywatny,2024,szeregowiec,Brak danych,Brak danych,50.067532,19.8490193
https://www.otodom.pl/pl/oferta/piekny-dom-parterowy-z-ogrodem-zimowym-premium-ID4wf1U,2 250 000 zł,10 766 zł/m²,"Oława, oławski, dolnośląskie",209m²,6 pokoi,kominkowe gazowe,wtórny,biuro nieruchomości,2008,wolnostojący,plastikowe,pustak,50.9431901,17.2957066
https://www.otodom.pl/pl/oferta/blizniak-ogrodek-taras-cena-do-28-02-ID4w8Pf,911 612 zł,10 982 zł/m²,"Jagodno, Krzyki, Wrocław, dolnośląskie",83.01m²,5 pokoi,brak informacji,pierwotny,biuro nieruchomości,Brak danych,bliźniak,Brak danych,Brak danych,51.05809,17.06175
https://www.otodom.pl/pl/oferta/energooszczedny-dom-w-otulinie-kampinosu-ID4thPw,3 250 000 zł,9 848 zł/m²,"Borzęcin Duży, Stare Babice, warszawski zachodni, mazowieckie",330m²,6 pokoi,pompa ciepła kominkowe,wtórny,biuro nieruchomości,2008,wolnostojący,drewniane,inny,52.2519097,20.7363696
https://www.otodom.pl/pl/oferta/dom-parterowy-pieknie-polozony-2023r-okazja-ID4w6G5,1 499 999 zł,8 475 zł/m²,"Ładzyń, Stanisławów, miński, mazowieckie",177m²,5 pokoi,pompa ciepła,wtórny,biuro nieruchomości,2023,bliźniak,Brak danych,Brak danych,52.2418295,21.541075
https://www.otodom.pl/pl/oferta/4-2025-ID4weRP,1 090 000 zł,8 308 zł/m²,"ul. Opatowicka, Księże, Krzyki, Wrocław, dolnośląskie",131.2m²,4 pokoje,brak informacji,pierwotny,biuro nieruchomości,2025,bliźniak,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/segment-w-nowoczesnym-stylu-glamour-z-ogrodkiem-ID4tZTU,1 649 000 zł,12 883 zł/m²,"ul. Wileńska, Marki, wołomiński, mazowieckie",128m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,2023,szeregowiec,plastikowe,pustak,52.31255,21.11549
https://www.otodom.pl/pl/oferta/piekna-dzialka-708m2-dom-wolnostojacy-302m2-ID4wd39,1 300 000 zł,4 305 zł/m²,"ul. Źródlana 23, Rumia, wejherowski, pomorskie",302m²,7 pokoi,gazowe,wtórny,prywatny,Brak danych,wolnostojący,plastikowe,Brak danych,54.56191,18.37517
https://www.otodom.pl/pl/oferta/dom-156-m-bibice-ID4wfaV,1 190 000 zł,7 628 zł/m²,"Bibice, Zielonki, krakowski, małopolskie",156m²,5 pokoi,gazowe,pierwotny,biuro nieruchomości,2011,bliźniak,plastikowe,Brak danych,50.1240692,19.955275
https://www.otodom.pl/pl/oferta/dom-na-osiedlu-modrym-ID4s20P,959 500 zł,7 550 zł/m²,"Straszyn, Pruszcz Gdański, gdański, pomorskie",127.08m²,4 pokoje,pompa ciepła,pierwotny,prywatny,2025,bliźniak,plastikowe,silikat,54.2722494,18.5823095
https://www.otodom.pl/pl/oferta/dom-w-zabudowie-szeregowej-na-ul-basniowej-ID4wffh,840 000 zł,5 185 zł/m²,"Włocławek, kujawsko-pomorskie",162m²,3 pokoje,gazowe,wtórny,prywatny,2017,szeregowiec,plastikowe,inny,52.6655636,19.096129748054388
https://www.otodom.pl/pl/oferta/pieknie-wykonczony-dom-przy-szkole-amerykanskiej-ID4uvs6,5 190 000 zł,18 536 zł/m²,"Konstancin-Jeziorna, Konstancin-Jeziorna, piaseczyński, mazowieckie",280m²,6 pokoi,pompa ciepła,wtórny,biuro nieruchomości,2024,bliźniak,Brak danych,Brak danych,52.0778918,21.0695973
https://www.otodom.pl/pl/oferta/udzial-w-nieruchomosci-gruntowej-zabudowanej-ID4tPwD,11 400 zł,200 zł/m²,"Pogorzel, Gołdap, gołdapski, warmińsko-mazurskie",57m²,2 pokoje,brak informacji,wtórny,prywatny,1986,bliźniak,Brak danych,Brak danych,54.2085209,22.4134477
https://www.otodom.pl/pl/oferta/szereg-z-garazem-bardzo-dobry-uklad-podlogowka-ID4wfjY,710 000 zł,5 713 zł/m²,"ul. św. Brata Alberta, Północ, Częstochowa, śląskie",124.28m²,5 pokoi,gazowe,pierwotny,biuro nieruchomości,2025,bliźniak,Brak danych,pustak,50.87231,19.14657
https://www.otodom.pl/pl/oferta/owocowa-park-dom-5-pok-14-a-ID4pqP8,865 000 zł,8 114 zł/m²,"ul. Owocowa, Łowęcin, Swarzędz, poznański, wielkopolskie",106.6m²,5 pokoi,gazowe,pierwotny,deweloper,2024,bliźniak,plastikowe,Brak danych,52.4122,17.12234
https://www.otodom.pl/pl/oferta/osiedle-borkow-58-wawer-kameralne-osiedle-dom-a-ID4rmUZ,1 895 000 zł,14 015 zł/m²,"ul. Borków, Zerzeń, Wawer, Warszawa, mazowieckie",135.21m²,5 pokoi,pompa ciepła,pierwotny,deweloper,2024,bliźniak,plastikowe,pustak,52.19021,21.14055
https://www.otodom.pl/pl/oferta/sprzedam-dom-trzebiatow-kolonia-4pokoje-ID4uJs6,580 000 zł,4 000 zł/m²,"Wspólna 1, Trzebiatów, Trzebiatów, gryficki, zachodniopomorskie",145m²,4 pokoje,węglowe,wtórny,prywatny,Brak danych,bliźniak,plastikowe,cegła,54.062966349999996,15.28458831671001
https://www.otodom.pl/pl/oferta/piastow-135m2-poddasze-ID4h61d,1 250 000 zł,9 259 zł/m²,"al. Józefa Piłsudskiego, Piastów, pruszkowski, mazowieckie",135m²,5 pokoi,pompa ciepła,pierwotny,prywatny,Brak danych,szeregowiec,plastikowe,beton komórkowy,52.190804032131624,20.835854602278324
https://www.otodom.pl/pl/oferta/5-pokojowy-dom-103m2-ogrodek-bez-prowizji-ID4uRLC,799 500 zł,7 762 zł/m²,"ul. Długa, Krępa, Prażmów, piaseczyński, mazowieckie",103m²,5 pokoi,brak informacji,pierwotny,deweloper,2025,brak informacji,Brak danych,Brak danych,51.9909,21.078
https://www.otodom.pl/pl/oferta/mieszkanie-takie-jak-dom-5-6-pokoi-ID4weVK,720 000 zł,5 834 zł/m²,"Kokoszki, Gdańsk, pomorskie",123.41m²,5 pokoi,gazowe,pierwotny,biuro nieruchomości,2024,brak informacji,plastikowe,Brak danych,54.354766,18.4911709
https://www.otodom.pl/pl/oferta/klimatyczny-dom-z-pieknym-ogrodem-ID4tXOl,780 000 zł,7 410 zł/m²,"Wdowin, Drużbice, bełchatowski, łódzkie",105.26m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,2016,wolnostojący,plastikowe,Brak danych,51.45326,19.43269
https://www.otodom.pl/pl/oferta/dom-wolnostojacy-atrakcyjna-cena-kaszuby-ID4uCMH,950 000 zł,5 832 zł/m²,"ul. Wrzosowa, Załęże, Przodkowo, kartuski, pomorskie",162.9m²,5 pokoi,węglowe,wtórny,biuro nieruchomości,2008,wolnostojący,Brak danych,Brak danych,54.40877,18.27568
https://www.otodom.pl/pl/oferta/elegancki-dom-komfort-styl-i-natura-w-jednym-ID4uFFQ,1 349 000 zł,9 993 zł/m²,"ul. Bohaterów, Starachowice, starachowicki, świętokrzyskie",135m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,1937,bliźniak,plastikowe,cegła,,
https://www.otodom.pl/pl/oferta/wyjatkowy-dom-blizniak-w-kiekrzu-z-duzym-ogrodem-ID4uLvT,889 000 zł,4 006 zł/m²,"ul. Topolowa, Kiekrz, Rokietnica, poznański, wielkopolskie",221.92m²,7 pokoi,biomasa,wtórny,biuro nieruchomości,1995,bliźniak,plastikowe,Brak danych,,
https://www.otodom.pl/pl/oferta/nowy-dom-jednorodzinny-stargard-ID4wf1l,750 000 zł,6 881 zł/m²,"ul. Grudziądzka, Stargard, stargardzki, zachodniopomorskie",109m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,wolnostojący,plastikowe,pustak,53.33826,15.0769
https://www.otodom.pl/pl/oferta/dzialka-z-domem-sopot-kamienny-potok-ID4wf1e,2 300 000 zł,14 839 zł/m²,"Kamienny Potok, Sopot, pomorskie",155m²,6 pokoi,gazowe,wtórny,biuro nieruchomości,1967,wolnostojący,Brak danych,cegła,54.4576371,18.5522596
https://www.otodom.pl/pl/oferta/dwa-domy-130m2-i-140m2-3-sypialnie-ogrod-ID4tADU,990 000 zł,7 333 zł/m²,"Mirów, Częstochowa, śląskie",135m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2024,bliźniak,plastikowe,beton komórkowy,50.80259915,19.204258773000127
https://www.otodom.pl/pl/oferta/5-pokojowy-dom-113m2-ogrodek-bezposrednio-ID4uhOb,Brak danych,Brak danych,"Danuty Siedzikówny, Zawidawie, Psie Pole, Wrocław, dolnośląskie",113.55m²,5 pokoi,brak informacji,pierwotny,deweloper,2026,brak informacji,Brak danych,Brak danych,51.154544789873626,17.125713495603424
https://www.otodom.pl/pl/oferta/przytulna-polowa-blizniaka-5-pokojowy-bojano-ID4qoJr,660 000 zł,7 318 zł/m²,"Bojano, Szemud, wejherowski, pomorskie",90.19m²,5 pokoi,gazowe,pierwotny,biuro nieruchomości,2025,bliźniak,Brak danych,silikat,54.4716206,18.3835121
https://www.otodom.pl/pl/oferta/syndyk-sprzeda-udzial-w-domu-1-6-ID4uq9a,18 750 zł,163 zł/m²,"Olbrachtów, Żary, żarski, lubuskie",115m²,3 pokoje,brak informacji,wtórny,prywatny,Brak danych,brak informacji,Brak danych,Brak danych,51.60098,15.09569
https://www.otodom.pl/pl/oferta/przestronny-dom-z-ogrodem-warszawa-jeziorki-ID4sqiT,1 900 000 zł,10 556 zł/m²,"ul. Trombity, Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",180m²,6 pokoi,gazowe,wtórny,biuro nieruchomości,Brak danych,bliźniak,plastikowe,Brak danych,,
https://www.otodom.pl/pl/oferta/dom-z-pomieszczeniami-gospodarczymi-i-duza-dzialka-ID4qcIE,390 000 zł,3 250 zł/m²,"Dąbrówka Warszawska, Wierzbica, radomski, mazowieckie",120m²,4 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,wolnostojący,Brak danych,Brak danych,51.2869396,21.0977786
https://www.otodom.pl/pl/oferta/4-pokojowy-dom-86m2-ogrodek-bez-posrednikow-ID4u9xv,Brak danych,Brak danych,"Grodziska, Stara Wieś, Nadarzyn, pruszkowski, mazowieckie",86.95m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,brak informacji,Brak danych,Brak danych,52.08200420074918,20.780782088799185
https://www.otodom.pl/pl/oferta/gotowy-dom-fotowoltaika-ogrodek-bezposrednio-ID4lTM6,1 327 560 zł,10 400 zł/m²,"ul. Kominiarska, Widawa, Psie Pole, Wrocław, dolnośląskie",127.65m²,5 pokoi,pompa ciepła,pierwotny,deweloper,2024,bliźniak,plastikowe,cegła,,
https://www.otodom.pl/pl/oferta/dom-150m2-a4-4-sypialnie-rezerwacja-ID4pWPi,Brak danych,Brak danych,"Powsin, Wilanów, Warszawa, mazowieckie",150m²,6 pokoi,pompa ciepła,pierwotny,deweloper,2024,bliźniak,Brak danych,Brak danych,52.1247063,21.1032071
https://www.otodom.pl/pl/oferta/dom-wolnostojacy-ataner-207m2-osiedle-bajkowe-ID4wem8,1 999 900 zł,9 661 zł/m²,"ul. Krasnoludków, os. Bajkowe, Grunwald, Poznań, wielkopolskie",207m²,4 pokoje,kominkowe gazowe,wtórny,biuro nieruchomości,2004,wolnostojący,drewniane,cegła,,
https://www.otodom.pl/pl/oferta/maly-dom-rewelacyjna-cena-ID4sAjd,195 000 zł,3 362 zł/m²,"Dęby, Dęby, Łyse, ostrołęcki, mazowieckie",58m²,2 pokoje,piece kaflowe,wtórny,biuro nieruchomości,1960,brak informacji,drewniane,cegła,53.3708132,21.5096778
https://www.otodom.pl/pl/oferta/dom-w-centrum-zlotna-idealny-pod-inwestycje-ID4w5ob,1 290 000 zł,7 588 zł/m²,"ul. Złotno, Złotno, Polesie, Łódź, łódzkie",170m²,6 pokoi,gazowe,wtórny,biuro nieruchomości,Brak danych,wolnostojący,plastikowe,cegła,51.69421,19.45396
https://www.otodom.pl/pl/oferta/okolice-ul-sokolej-inwestycja-ID4n4VV,1 899 000 zł,13 007 zł/m²,"Borek, Krzyki, Wrocław, dolnośląskie",146m²,6 pokoi,węglowe,wtórny,biuro nieruchomości,1928,bliźniak,Brak danych,cegła,51.07119,17.00434
https://www.otodom.pl/pl/oferta/4-pokojowy-dom-95m2-ogrodek-bez-posrednikow-ID4u9Xl,959 000 zł,10 081 zł/m²,"ul. Strażacka, Widawa, Psie Pole, Wrocław, dolnośląskie",95.13m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,brak informacji,Brak danych,Brak danych,51.4375,18.94412
